StoreKey,GeographyKey,StoreManager,StoreType,StoreName,StoreDescription,Status,OpenDate,CloseDate,EntityKey,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,GeoLocation,Geometry,ETLLoadID,LoadDate,UpdateDate
210,743,228,"Store","Contoso Cheshire Store","Contoso Cheshire Store","On",2004-04-23 00:00:00.000,,842,"","","663-555-0172","663-555-0172","Market St  Marple, Stockport, Cheshire Citycenter, United Kingdom","Market St  Marple, Stockport, Cheshire Citycenter, United Kingdom","",,680,2009-06-17 00:00:00.000,"POINT (-117.442 47.688)","POINT (-117.442 47.688)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
212,651,230,"Store","Contoso Liverpool Store","Contoso Liverpool Store","On",2004-03-02 00:00:00.000,,844,"","","313-555-0196","313-555-0196","Leinster Rd Liverpool, Merseyside Citycenter, UK","Leinster Rd Liverpool, Merseyside Citycenter, UK","",64,680,2009-06-17 00:00:00.000,"POINT (-2.98004 53.412)","POINT (-2.98004 53.412)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
215,529,233,"Store","Contoso Paris Store","Contoso Paris Store","On",2004-03-28 00:00:00.000,,847,"75001","75001","139-555-0131","139-555-0131","Rue de Rivoli Citycenter  Paris, France","Rue de Rivoli Citycenter  Paris, France","",12,680,2009-06-17 00:00:00.000,"POINT (2.34901 48.8597)","POINT (2.34901 48.8597)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
217,759,235,"Store","Contoso Lyon Store","Contoso Lyon Store","On",2004-08-30 00:00:00.000,,855,"69002","69002","207-555-0192","207-555-0192","Citycenter Lyon, France","Citycenter Lyon, France","",15,680,2009-06-17 00:00:00.000,"POINT (4.8333 45.768)","POINT (4.8333 45.768)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
220,766,238,"Store","Contoso Nantes Store","Contoso Nantes Store","On",2004-08-03 00:00:00.000,,858,"44000","44000","991-555-0184","991-555-0184","Citycenter Nantes, France","Citycenter Nantes, France","",11,680,2009-06-17 00:00:00.000,"POINT (-1.558 47.2196)","POINT (-1.558 47.2196)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
222,771,240,"Store","Contoso Roma Store","Contoso Roma Store","On",2007-10-05 00:00:00.000,,860,"192","192","927-555-0150","927-555-0150","","","",43,490,2009-06-17 00:00:00.000,"POINT (12.475 41.8961)","POINT (12.475 41.8961)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
225,776,243,"Store","Contoso Torino Store","Contoso Torino Store","On",2004-03-18 00:00:00.000,,863,"10141","10141","931-555-0118","931-555-0118","","","",24,500,2009-06-17 00:00:00.000,"POINT (7.687 45.0735)","POINT (7.687 45.0735)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
227,884,245,"Store","Contoso Naples Store","Contoso Naples Store","On",2004-03-02 00:00:00.000,,865,"20124","20124","492-555-0174","492-555-0174","Downtown Naples, Florida","Downtown Naples, Florida","",13,500,2009-06-17 00:00:00.000,"POINT (26.148658 -81.796303)","POINT (26.148658 -81.796303)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
230,754,247,"Store","Contoso koln No.2 Store","Contoso Cologne Store","On",2004-05-15 00:00:00.000,,868,"50672","50672","916-555-0165","916-555-0165","Downtown, Koln, Germany","Downtown, Koln, Germany","",25,500,2009-06-17 00:00:00.000,"POINT (6.95984 50.9472)","POINT (6.95984 50.9472)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
232,754,249,"Store","Contoso koln No.1 Store","Contoso koln Store","On",2004-07-29 00:00:00.000,,870,"50823","50823","583-555-0182","583-555-0182","Citycenter Koln, Germany","Citycenter Koln, Germany","",35,500,2009-06-17 00:00:00.000,"POINT (6.95435 50.9463)","POINT (6.95435 50.9463)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
235,770,252,"Store","Contoso Ramstein Store","Contoso Ramstein Store","On",2004-08-13 00:00:00.000,,873,"66877","66877","555-555-0113","555-555-0113","Citycenter Shopping mall Ramstein-Miesenbach, Germany","Citycenter Shopping mall Ramstein-Miesenbach, Germany","",15,500,2009-06-17 00:00:00.000,"POINT (7.55482 49.4476)","POINT (7.55482 49.4476)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
237,750,254,"Store","Contoso Giebelstadt Store","Contoso Giebelstadt Store","On",2004-12-26 00:00:00.000,,875,"97232","97232","264-555-0150","264-555-0150","Citycenter, Giebelstadt, Germany","Citycenter, Giebelstadt, Germany","",15,500,2009-06-17 00:00:00.000,"POINT (9.94434 49.6543)","POINT (9.94434 49.6543)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
240,736,257,"Store","Contoso Amsterdam Store","Contoso Amsterdam Store","On",2004-03-29 00:00:00.000,,878,"","","230-555-0144","230-555-0144","Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands","Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands","",26,680,2009-06-17 00:00:00.000,"POINT (4.89098 52.384)","POINT (4.89098 52.384)",1,2009-05-10 00:00:00.000,2009-06-17 00:00:00.000
242,773,259,"Store","Contoso Stockholm Store","Contoso Stockholm Store","On",2004-05-31 00:00:00.000,,880,"11145","11145","208-555-0114","208-555-0114","Birger Jarlsg Shopping mall, Sweden","Birger Jarlsg Shopping mall, Sweden","",33,680,2009-06-17 00:00:00.000,"POINT (18.0588 59.3374)","POINT (18.0588 59.3374)",1,2009-07-06 00:00:00.000,2009-06-17 00:00:00.000
245,741,262,"Store","Contoso Bucharest Store","Contoso Bucharest Store","On",2004-05-19 00:00:00.000,,883,"30583","30583","163-555-0147","163-555-0147","Nan Street Bucharest, Romania","Nan Street Bucharest, Romania","",25,680,2009-06-17 00:00:00.000,"POINT (26.109 44.4455)","POINT (26.109 44.4455)",1,2009-07-06 00:00:00.000,2009-06-17 00:00:00.000
247,780,264,"Store","Contoso Warsaw Store","Contoso Warsaw Store","On",2004-09-04 00:00:00.000,,885,"","","680-555-0118","680-555-0118","Citycenter Warszawa, Poland","Citycenter Warszawa, Poland","",15,680,2009-06-17 00:00:00.000,"POINT (21.0072 52.2328)","POINT (21.0072 52.2328)",1,2009-07-06 00:00:00.000,2009-06-17 00:00:00.000
250,737,267,"Store","Contoso Athens Store","Contoso Athens Store","On",2004-04-17 00:00:00.000,,888,"10559","10559","237-555-0128","237-555-0128","","","",15,680,2009-06-17 00:00:00.000,"POINT (23.715699999999998 37.9856)","POINT (23.715699999999998 37.9856)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
252,713,296,"Store","Contoso Canberra Store","Contoso Canberra Store","On",2005-11-17 00:00:00.000,,889,"","","413-555-0124","413-555-0124","Canberra International shopping mall, Australia","Canberra International shopping mall, Australia","",28,480,2009-06-17 00:00:00.000,"POINT (149.128 -35.2818)","POINT (149.128 -35.2818)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
255,723,269,"Store","Contoso New Delhi Store","Contoso New Delhi Store","On",2004-04-29 00:00:00.000,,892,"110005","110005","153-555-0166","153-555-0166","Khan Market, New Delhi,  India","Khan Market, New Delhi,  India","",29,480,2009-06-17 00:00:00.000,"POINT (77.2202 28.64)","POINT (77.2202 28.64)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
257,718,271,"Store","Contoso Kolkata Store","Contoso Kolkata Store","On",2005-06-11 00:00:00.000,,894,"700017","700017","491-555-0183","491-555-0183","Citycenter, Kolkata, West Bengal, India‎","Citycenter, Kolkata, West Bengal, India‎","",35,480,2009-06-17 00:00:00.000,"POINT (88.3617 22.576)","POINT (88.3617 22.576)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
260,730,274,"Store","Contoso Tehran No.1 Store","Contoso Tehran No.1 Store","On",2004-09-04 00:00:00.000,,897,"1698530","1698530","325-555-0137","325-555-0137","Citycenter, Tehran, Tehran, Iran","Citycenter, Tehran, Tehran, Iran","",35,480,2009-06-17 00:00:00.000,"POINT (51.4229 35.7041)","POINT (51.4229 35.7041)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
262,709,276,"Store","Contoso Bangkok No.1 Store","Contoso Bangkok No.1 Store","On",2008-11-06 00:00:00.000,,899,"10110","10110","961-555-0122","961-555-0122","Bangkok,Citycenter, Thailand","Bangkok,Citycenter, Thailand","",62,480,2009-06-17 00:00:00.000,"POINT (100.475 13.7981)","POINT (100.475 13.7981)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
265,717,279,"Store","Contoso Islamabad No.1 Store","Contoso Islamabad No.1 Store","On",2004-02-09 00:00:00.000,,902,"10086","10086","306-555-0186","306-555-0186"," Islamabad Capital Territory, Pakistan"," Islamabad Capital Territory, Pakistan","",71,480,2009-06-17 00:00:00.000,"POINT (73.0577 33.7203)","POINT (73.0577 33.7203)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
269,735,282,"Store","Contoso Yokohama Store","Contoso Yokohama Store","On",2004-05-15 00:00:00.000,,906,"","","151-555-0113","151-555-0113","Citycenter, Kanagawa Prefecture Japan","Citycenter, Kanagawa Prefecture Japan","",77,480,2009-06-17 00:00:00.000,"POINT (139.633 35.4472)","POINT (139.633 35.4472)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
272,725,285,"Store","Contoso Sapporo Store","Contoso Sapporo Store","On",2007-08-20 00:00:00.000,,909,"39864","39864","125-555-0196","125-555-0196","sapporo Hokkaido northwest district","sapporo Hokkaido northwest district","",50,480,2009-06-17 00:00:00.000,"POINT (141.35 43.0729)","POINT (141.35 43.0729)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
274,726,287,"Store","Contoso Seoul Store","Contoso Seoul Store","On",2008-10-13 00:00:00.000,,911,"57","57","370-555-0163","370-555-0163","Seoul west district","Seoul west district","",50,480,2009-06-17 00:00:00.000,"POINT (126.974 37.574)","POINT (126.974 37.574)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
279,710,292,"Store","Contoso Beijing Store","Contoso Beijing Store","On",2008-07-16 00:00:00.000,,851,"100007","100007","486-555-0150","486-555-0150","China Beijing Chaoyang distrct Shanlitun Rd","China Beijing Chaoyang distrct Shanlitun Rd","",86,480,2009-06-17 00:00:00.000,"POINT (116.389 39.9203)","POINT (116.389 39.9203)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
2,693,35,"Store","Contoso Seattle No.2 Store","Contoso Seattle No.2 Store","On",2004-02-14 00:00:00.000,,636,"97001","97002","150-555-0189","150-555-0189","Mino shopping mall","Mino shopping mall","",25,700,2009-06-17 00:00:00.000,"POINT (-122.375 47.6474)","POINT (-122.375 47.6474)",1,2009-06-05 00:00:00.000,2009-06-05 00:00:00.000
5,677,38,"Store","Contoso Redmond Store","Contoso Redmond Store","On",2004-04-02 00:00:00.000,,639,"97001","97005","612-555-0100","612-555-0100","Downtown shopping mall","Downtown shopping mall","",33,560,2009-06-17 00:00:00.000,"POINT (-122.116 47.6732)","POINT (-122.1196 47.6699)",1,2009-06-13 00:00:00.000,2009-06-13 00:00:00.000
7,838,40,"Store","Contoso Granger Store","Contoso Granger Store","On",2004-06-16 00:00:00.000,,641,"97001","97007","913-555-0172","913-555-0172","Granger, WA Downtown shopping mall","Granger, WA Downtown shopping mall","",22,500,2009-06-17 00:00:00.000,"POINT (-120.186 46.3435)","POINT (-120.186 46.3435)",1,2009-02-11 00:00:00.000,2009-01-03 00:00:00.000
10,947,43,"Store","Contoso Wapato Store","Contoso Wapato Store","On",2004-09-19 00:00:00.000,,644,"97001","97010","145-555-0130","145-555-0130","Wapato, Citycenter","Wapato, Citycenter","",25,700,2009-06-17 00:00:00.000,"POINT (-120.42 46.4481)","POINT (-120.42 46.4481)",1,2009-02-11 00:00:00.000,2009-06-05 00:00:00.000
267,732,281,"Store","Contoso Tokyo No.1 Store","Contoso Tokyo No.1 Store","On",2004-04-02 00:00:00.000,,904,"","","539-555-0149","539-555-0149","Shinjuku, Tokyo Citycenter","Shinjuku, Tokyo Citycenter","",68,480,2009-06-17 00:00:00.000,"POINT (139.691 35.6952)","POINT (139.691 35.6952)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
1,693,35,"Store","Contoso Seattle No.1 Store","Contoso Seattle No.1 Store","On",2004-04-12 00:00:00.000,,635,"97001","97001","320-555-0195","320-555-0195","East Queen Anne Big shopping mall","East Queen Anne Big shopping mall","",17,462,2009-06-16 00:00:00.000,"POINT (-122.352 47.6275)","POINT (-122.352 47.6275)",1,2009-06-05 00:00:00.000,2009-06-05 00:00:00.000
4,424,37,"Store","Contoso Bellevue Store","Contoso Bellevue Store","On",2004-03-01 00:00:00.000,,638,"97001","97004","612-555-0100","612-555-0100","West Lake Hills shopping mall","West Lake Hills shopping mall","",19,455,2009-06-16 00:00:00.000,"POINT (-122.147 47.5997)","POINT (-122.147 47.5997)",1,2009-07-01 00:00:00.000,2009-07-01 00:00:00.000
6,575,39,"Store","Contoso Yakima Store","Contoso Yakima Store","On",2005-05-15 00:00:00.000,,640,"97001","97006","168-555-0183","168-555-0183","Yakima, shopping mall","Yakima, shopping mall","",47,1125,2009-06-16 00:00:00.000,"POINT (-120.507 46.6039)","POINT (-120.507 46.6039)",1,2009-07-01 00:00:00.000,2009-07-01 00:00:00.000
9,941,42,"Store","Contoso Toppenish Store","Contoso Toppenish Store","On",2004-08-18 00:00:00.000,,643,"97001","97009","903-555-0145","903-555-0145","Toppenish, Citycenter","Toppenish, Citycenter","",25,700,2009-06-16 00:00:00.000,"POINT (-120.316 46.382)","POINT (-120.316 46.382)",1,2009-02-11 00:00:00.000,2009-06-25 00:00:00.000
11,813,44,"Store","Contoso Cle Elum Store","Contoso Cle Elum Store","On",2004-10-20 00:00:00.000,,645,"97001","97011","849-555-0139","849-555-0139","Cle Elum, Citycenter","Cle Elum, Citycenter","",26,680,2009-06-16 00:00:00.000,"POINT (-117.429 47.6756)","POINT (-117.429 47.6756)",1,2009-02-11 00:00:00.000,2009-07-01 00:00:00.000
14,825,47,"Store","Contoso Fall City Store","Contoso Fall City Store","On",2006-01-23 00:00:00.000,,648,"97001","97014","819-555-0175","819-555-0175","Fall City, Citycenter","Fall City, Citycenter","",47,1125,2009-06-16 00:00:00.000,"POINT (-121.903 47.5727)","POINT (-121.903 47.5727)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
16,627,49,"Store","Contoso Everett Store","Contoso Everett Store","On",2004-01-25 00:00:00.000,,650,"97001","97016","508-555-0165","508-555-0165","Riverside  Ave Shopping mall","Riverside  Ave","",17,462,2009-06-16 00:00:00.000,"POINT (-122.194 47.9908)","POINT (-122.194 47.9908)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
21,950,66,"Store","Contoso Wheat Ridge Store","Contoso Wheat Ridge Store","On",2004-11-02 00:00:00.000,,655,"87001","87002","202-555-0151","202-555-0151","Wheat Ridge, CityCenter","Wheat Ridge, CityCenter","",47,1125,2009-06-16 00:00:00.000,"POINT (-105.111 39.7711)","POINT (-105.111 39.7711)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
24,887,56,"Store","Contoso New Castle Store","Contoso New Castle Store","On",2004-02-15 00:00:00.000,,658,"87001","87005","413-555-0136","413-555-0136","New Castle CityCenter","New Castle CityCenter","",25,700,2009-06-16 00:00:00.000,"POINT (-75.5645 39.6648)","POINT (-75.5645 39.6648)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
26,867,58,"Store","Contoso Loveland Store","Contoso Loveland Store","On",2004-04-17 00:00:00.000,,660,"87001","87007","166-555-0162","166-555-0162","Loveland Downtown","Loveland Downtown","",26,680,2009-06-16 00:00:00.000,"POINT (-0.081711 51.3422)","POINT (-0.081711 51.3422)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
31,839,57,"Store","Contoso Greeley No.2 Store","Contoso Greeley No.2 Store","On",2004-09-22 00:00:00.000,,665,"80631","80631","138-555-0128","138-555-0128","Greeley  Downtown Shopping mall","Greeley  Downtown Shopping mall","",17,462,2009-06-16 00:00:00.000,"POINT (-104.702 40.4096)","POINT (-104.702 40.4096)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
34,818,65,"Store","Contoso Denver No.1 Store","Contoso Denver No.1 Store","On",2004-12-02 00:00:00.000,,668,"87001","87015","609-555-0179","609-555-0179","Coors Field 17th St","Coors Field 17th St","",26,680,2009-06-16 00:00:00.000,"POINT (-104.992 39.7663)","POINT (-104.992 39.7663)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
36,818,65,"Store","Contoso Denver No.3 Store","Contoso Denver No.3 Store","On",2003-06-27 00:00:00.000,,670,"87001","87017","943-555-0196","943-555-0196","Wellshire St","Wellshire St","",33,560,2009-06-16 00:00:00.000,"POINT (-104.912 39.7238)","POINT (-104.912 39.7238)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
39,865,68,"Store","Contoso Littleton Store","Contoso Littleton Store","On",2003-05-30 00:00:00.000,,673,"87001","87020","963-555-0134","963-555-0134","Littleton, Citycenter","Littleton, Citycenter","",17,462,2009-06-16 00:00:00.000,"POINT (-105.008 39.597)","POINT (-105.008 39.597)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
41,904,70,"Store","Contoso Parker Store","Contoso Parker Store","On",2004-07-02 00:00:00.000,,675,"54001","54001","218-555-0126","218-555-0126","Parker, CO  Shopping mall","Parker, CO  Shopping mall","",26,680,2009-06-16 00:00:00.000,"POINT (-104.787 39.5191)","POINT (-104.787 39.5191)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
44,874,73,"Store","Contoso Menasha Store","Contoso Menasha Store","On",2003-10-05 00:00:00.000,,678,"54001","54004","685-555-0120","685-555-0120","Menasha, WI Shopping mall","Menasha, WI Shopping mall","",47,1125,2009-06-16 00:00:00.000,"POINT (-88.4386 44.2122)","POINT (-88.4386 44.2122)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
46,827,136,"Store","Contoso Fond du Lac Store","Contoso Fond du Lac Store","On",2007-12-07 00:00:00.000,,680,"54001","54006","992-555-0194","992-555-0194","Fond du Lac Shopping mall","Fond du Lac Shopping mall","",17,460,2009-06-16 00:00:00.000,"POINT (-88.4399 43.7768)","POINT (-88.4399 43.7768)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
49,878,75,"Store","Contoso Milwaukee No.3 Store","Contoso Milwaukee No.3 Store","On",2004-04-02 00:00:00.000,,683,"54001","54009","778-555-0141","778-555-0141","Lincoln Village St","Lincoln Village St","",26,680,2009-06-16 00:00:00.000,"POINT (-87.9231 42.9967)","POINT (-87.9231 42.9967)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
51,918,87,"Store","Contoso Racine No.1 Store","Contoso Racine No.1 Store","On",2004-05-15 00:00:00.000,,685,"54001","54001","846-555-0157","846-555-0157","Racine shopping mall","Racine shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-87.7893 42.7286)","POINT (-87.7893 42.7286)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
54,949,76,"Store","Contoso Waukesha No.2 Store","Contoso Waukesha No.2 Store","On",2004-08-20 00:00:00.000,,688,"54014","54014","669-555-0150","669-555-0150","Waukesha, WI 8th Ave","Waukesha, WI 8th Ave","",17,462,2009-06-16 00:00:00.000,"POINT (-88.2249 43.0023)","POINT (-88.2249 43.0023)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
59,871,81,"Store","Contoso Manitowoc Store","Contoso Manitowoc Store","On",2004-04-27 00:00:00.000,,693,"54001","54019","714-555-0138","714-555-0138","Manitowoc, DAWI St Shopping mall","Manitowoc, DAWI St Shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-87.6812 44.0901)","POINT (-87.6812 44.0901)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
61,898,83,"Store","Contoso Oregon Store","Contoso Oregon Store","On",2004-03-29 00:00:00.000,,695,"54001","54021","932-555-0161","932-555-0161","Oregon, EQI St  Shopping mall","Oregon, EQI St  Shopping mall","",22,500,2009-06-16 00:00:00.000,"POINT (-120.63 43.9137)","POINT (-120.63 43.9137)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
64,828,86,"Store","Contoso Fort Atkinson Store","Contoso Fort Atkinson Store","On",2004-06-01 00:00:00.000,,698,"54001","54024","688-555-0192","688-555-0192","Fort Atkinson Citycenter","Fort Atkinson Citycenter","",26,680,2009-06-16 00:00:00.000,"POINT (-88.8423 42.9283)","POINT (-88.8423 42.9283)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
66,849,88,"Store","Contoso Houston No.1 Store","Contoso Houston No.1 Store","On",2004-08-03 00:00:00.000,,700,"70001","77009","901-555-0125","901-555-0125","Texas Houston Freeman St","Texas Houston Freeman St","",33,560,2009-06-16 00:00:00.000,"POINT (-95.3668 29.7763)","POINT (-95.3668 29.7763)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
69,849,88,"Store","Contoso Houston No.4 Store","Contoso Houston No.4 Store","On",2004-08-03 00:00:00.000,,703,"70001","77020","623-555-0155","623-555-0155","Texas Houston Sakowitz St","Texas Houston Sakowitz St","",17,460,2009-06-16 00:00:00.000,"POINT (-95.0153 29.5185)","POINT (-95.0153 29.5185)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
71,924,90,"Store","Contoso Russellville Store","Contoso Russellville Store","On",2007-11-05 00:00:00.000,,705,"70001","77020","793-555-0179","793-555-0179","Russellville, AR St","Russellville, AR St","",25,700,2009-06-16 00:00:00.000,"POINT (-93.1407 35.2694)","POINT (-93.1407 35.2694)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
74,872,93,"Store","Contoso Marshall Store","Contoso Marshall Store","On",2004-02-18 00:00:00.000,,708,"70001","77003","248-555-0134","248-555-0134","Marshall, TX Shopping mall","Marshall, TX Shopping mall","",33,560,2009-06-16 00:00:00.000,"POINT (-94.3513 32.5373)","POINT (-94.3513 32.5373)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
76,798,95,"Store","Contoso Beaumont No.1 Store","Contoso Beaumont No.1 Store","On",2004-02-20 00:00:00.000,,710,"70001","77019","896-555-0168","896-555-0168","Beaumont, Tt Shopping mall","Beaumont, Tt Shopping mall","",22,500,2009-06-16 00:00:00.000,"POINT (-94.1027 30.1)","POINT (-94.1027 30.1)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
79,579,97,"Store","Contoso Baytown Store","Contoso Baytown Store","On",2004-01-17 00:00:00.000,,713,"70001","77005","119-555-0117","119-555-0117","Baytown, TX St Shopping mall","Baytown, TX St Shopping mall","",26,680,2009-06-16 00:00:00.000,"POINT (-94.9693 29.7358)","POINT (-94.9693 29.7358)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
81,793,99,"Store","Contoso Bacliff Store","Contoso Bacliff Store","On",2004-03-19 00:00:00.000,,715,"70001","77002","143-555-0173","143-555-0173","Bacliff Downtown Shopping mall","Bacliff Downtown Shopping mall","",19,455,2009-06-16 00:00:00.000,"POINT (-94.9862 29.5083)","POINT (-94.9862 29.5083)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
86,791,104,"Store","Contoso Austin Store","Contoso Austin Store","On",2004-08-24 00:00:00.000,,720,"70001","77004","172-555-0130","172-555-0130","Central East Austin St","Central East Austin St","",25,700,2009-06-16 00:00:00.000,"POINT (-97.7495 30.2958)","POINT (-97.7495 30.2958)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
89,923,107,"Store","Contoso Round Rock Store","Contoso Round Rock Store","On",2004-11-27 00:00:00.000,,723,"70001","77009","373-555-0142","373-555-0142","Egger Acres St","Egger Acres St","",33,560,2009-06-16 00:00:00.000,"POINT (-97.6719 30.5215)","POINT (-97.6719 30.5215)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
91,834,109,"Store","Contoso Georgetown Store","Contoso Georgetown Store","On",2003-01-29 00:00:00.000,,725,"75201","75203","777-555-0141","777-555-0141","Georgetown St","Georgetown St","",22,500,2009-06-16 00:00:00.000,"POINT (-77.2668 38.6394)","POINT (-77.2668 38.6394)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
94,837,112,"Store","Contoso Grand Prairie Store","Contoso Grand Prairie Store","On",2003-02-03 00:00:00.000,,728,"75201","75206","845-555-0184","845-555-0184","Grand Prairie, TX  Downtown","Grand Prairie, TX  Downtown","",25,700,2009-06-16 00:00:00.000,"POINT (-96.9969 32.7549)","POINT (-96.9969 32.7549)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
96,919,114,"Store","Contoso Richardson Store","Contoso Richardson Store","On",2003-02-01 00:00:00.000,,730,"75201","75208","208-555-0114","208-555-0114","Richardson Downtown Shopping mall","Richardson Downtown Shopping mall","",19,455,2009-06-16 00:00:00.000,"POINT (-96.7247 32.9773)","POINT (-96.7247 32.9773)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
99,831,117,"Store","Contoso Fort Worth Store","Contoso Fort Worth Store","On",2003-06-04 00:00:00.000,,733,"75201","75211","148-555-0145","148-555-0145","Amon Carter Museum St","Amon Carter Museum St","",22,500,2009-06-16 00:00:00.000,"POINT (-97.3347 32.763)","POINT (-97.3347 32.763)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
101,875,119,"Store","Contoso Miami No.1 Store","Contoso Miami No.1 Store","On",2003-08-06 00:00:00.000,,735,"33128","33130","199-555-0117","199-555-0117","FLW Flagler St","FLW Flagler St","",17,462,2009-06-16 00:00:00.000,"POINT (-80.1926 25.777)","POINT (-80.1926 25.777)",1,2009-07-06 00:00:00.000,2009-06-16 00:00:00.000
104,937,121,"Store","Contoso Tallahassee No.1 Store","Contoso Tallahassee No.1 Store","On",2003-11-09 00:00:00.000,,738,"32301","32301","200-555-0117","200-555-0117","Woodland Drives St","Woodland Drives St","",19,455,2009-06-16 00:00:00.000,"POINT (-84.283 30.4428)","POINT (-84.283 30.4428)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
109,830,125,"Store","Contoso Fort Lauderdale Store","Contoso Fort Lauderdale Store","On",2003-02-14 00:00:00.000,,743,"33304","33304","582-555-0178","582-555-0178","G Harold Martin Downtown","G Harold Martin Downtown","",25,700,2009-06-16 00:00:00.000,"POINT (-80.1295 26.1394)","POINT (-80.1295 26.1394)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
111,938,127,"Store","Contoso Tampa Store","Contoso Tampa Store","On",2003-02-16 00:00:00.000,,745,"33605","33605","531-555-0183","531-555-0183","E Columbus Downtown","E Columbus Downtown","",26,680,2009-06-16 00:00:00.000,"POINT (-82.4551 27.9896)","POINT (-82.4551 27.9896)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
114,782,130,"Store","Contoso Albany Store","Contoso Albany Store","On",2004-02-12 00:00:00.000,,748,"12207","12207","697-555-0142","697-555-0142","N Pine St","N Pine St","",47,1125,2009-06-16 00:00:00.000,"POINT (73.7581 42.6638)","POINT (73.7581 42.6638)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
116,922,132,"Store","Contoso Rochester No.1 Store","Contoso Rochester No.1 Store","On",2004-04-02 00:00:00.000,,750,"14608","14608","147-555-0179","147-555-0179","Madison St","Madison St","",17,462,2009-06-16 00:00:00.000,"POINT (-77.6191 43.1571)","POINT (-77.6191 43.1571)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
