Datekey,Year,Month,Month Name,Start of Month,Quarter,Quarter Name,Week of Year,Start of Week,Day of Week,Day Name,Weekend Flag,IsWeekend
2018-10-09 00:00:00.000,2018,10,"October",2018-10-01 00:00:00.000,4,"4Q",41,2018-10-07 00:00:00.000,2,"Tue",0,"Workday"
2018-10-16 00:00:00.000,2018,10,"October",2018-10-01 00:00:00.000,4,"4Q",42,2018-10-14 00:00:00.000,2,"Tue",0,"Workday"
2018-10-23 00:00:00.000,2018,10,"October",2018-10-01 00:00:00.000,4,"4Q",43,2018-10-21 00:00:00.000,2,"Tue",0,"Workday"
2018-10-30 00:00:00.000,2018,10,"October",2018-10-01 00:00:00.000,4,"4Q",44,2018-10-28 00:00:00.000,2,"Tue",0,"Workday"
2018-11-06 00:00:00.000,2018,11,"November",2018-11-01 00:00:00.000,4,"4Q",45,2018-11-04 00:00:00.000,2,"Tue",0,"Workday"
2018-11-13 00:00:00.000,2018,11,"November",2018-11-01 00:00:00.000,4,"4Q",46,2018-11-11 00:00:00.000,2,"Tue",0,"Workday"
2018-11-20 00:00:00.000,2018,11,"November",2018-11-01 00:00:00.000,4,"4Q",47,2018-11-18 00:00:00.000,2,"Tue",0,"Workday"
2018-11-27 00:00:00.000,2018,11,"November",2018-11-01 00:00:00.000,4,"4Q",48,2018-11-25 00:00:00.000,2,"Tue",0,"Workday"
2018-12-04 00:00:00.000,2018,12,"December",2018-12-01 00:00:00.000,4,"4Q",49,2018-12-02 00:00:00.000,2,"Tue",0,"Workday"
2018-12-11 00:00:00.000,2018,12,"December",2018-12-01 00:00:00.000,4,"4Q",50,2018-12-09 00:00:00.000,2,"Tue",0,"Workday"
2018-12-18 00:00:00.000,2018,12,"December",2018-12-01 00:00:00.000,4,"4Q",51,2018-12-16 00:00:00.000,2,"Tue",0,"Workday"
2018-12-25 00:00:00.000,2018,12,"December",2018-12-01 00:00:00.000,4,"4Q",52,2018-12-23 00:00:00.000,2,"Tue",0,"Workday"
2019-10-01 00:00:00.000,2019,10,"October",2019-10-01 00:00:00.000,4,"4Q",40,2019-09-29 00:00:00.000,2,"Tue",0,"Workday"
2019-10-08 00:00:00.000,2019,10,"October",2019-10-01 00:00:00.000,4,"4Q",41,2019-10-06 00:00:00.000,2,"Tue",0,"Workday"
2019-10-15 00:00:00.000,2019,10,"October",2019-10-01 00:00:00.000,4,"4Q",42,2019-10-13 00:00:00.000,2,"Tue",0,"Workday"
2019-10-22 00:00:00.000,2019,10,"October",2019-10-01 00:00:00.000,4,"4Q",43,2019-10-20 00:00:00.000,2,"Tue",0,"Workday"
2019-10-29 00:00:00.000,2019,10,"October",2019-10-01 00:00:00.000,4,"4Q",44,2019-10-27 00:00:00.000,2,"Tue",0,"Workday"
2019-11-05 00:00:00.000,2019,11,"November",2019-11-01 00:00:00.000,4,"4Q",45,2019-11-03 00:00:00.000,2,"Tue",0,"Workday"
2019-11-12 00:00:00.000,2019,11,"November",2019-11-01 00:00:00.000,4,"4Q",46,2019-11-10 00:00:00.000,2,"Tue",0,"Workday"
2019-11-19 00:00:00.000,2019,11,"November",2019-11-01 00:00:00.000,4,"4Q",47,2019-11-17 00:00:00.000,2,"Tue",0,"Workday"
2019-11-26 00:00:00.000,2019,11,"November",2019-11-01 00:00:00.000,4,"4Q",48,2019-11-24 00:00:00.000,2,"Tue",0,"Workday"
2019-12-03 00:00:00.000,2019,12,"December",2019-12-01 00:00:00.000,4,"4Q",49,2019-12-01 00:00:00.000,2,"Tue",0,"Workday"
2019-12-10 00:00:00.000,2019,12,"December",2019-12-01 00:00:00.000,4,"4Q",50,2019-12-08 00:00:00.000,2,"Tue",0,"Workday"
2019-12-17 00:00:00.000,2019,12,"December",2019-12-01 00:00:00.000,4,"4Q",51,2019-12-15 00:00:00.000,2,"Tue",0,"Workday"
2019-12-24 00:00:00.000,2019,12,"December",2019-12-01 00:00:00.000,4,"4Q",52,2019-12-22 00:00:00.000,2,"Tue",0,"Workday"
2019-12-31 00:00:00.000,2019,12,"December",2019-12-01 00:00:00.000,4,"4Q",53,2019-12-29 00:00:00.000,2,"Tue",0,"Workday"
2020-10-06 00:00:00.000,2020,10,"October",2020-10-01 00:00:00.000,4,"4Q",41,2020-10-04 00:00:00.000,2,"Tue",0,"Workday"
2020-10-13 00:00:00.000,2020,10,"October",2020-10-01 00:00:00.000,4,"4Q",42,2020-10-11 00:00:00.000,2,"Tue",0,"Workday"
2020-10-20 00:00:00.000,2020,10,"October",2020-10-01 00:00:00.000,4,"4Q",43,2020-10-18 00:00:00.000,2,"Tue",0,"Workday"
2020-10-27 00:00:00.000,2020,10,"October",2020-10-01 00:00:00.000,4,"4Q",44,2020-10-25 00:00:00.000,2,"Tue",0,"Workday"
2020-11-03 00:00:00.000,2020,11,"November",2020-11-01 00:00:00.000,4,"4Q",45,2020-11-01 00:00:00.000,2,"Tue",0,"Workday"
2020-11-10 00:00:00.000,2020,11,"November",2020-11-01 00:00:00.000,4,"4Q",46,2020-11-08 00:00:00.000,2,"Tue",0,"Workday"
2020-11-17 00:00:00.000,2020,11,"November",2020-11-01 00:00:00.000,4,"4Q",47,2020-11-15 00:00:00.000,2,"Tue",0,"Workday"
2020-11-24 00:00:00.000,2020,11,"November",2020-11-01 00:00:00.000,4,"4Q",48,2020-11-22 00:00:00.000,2,"Tue",0,"Workday"
2020-12-01 00:00:00.000,2020,12,"December",2020-12-01 00:00:00.000,4,"4Q",49,2020-11-29 00:00:00.000,2,"Tue",0,"Workday"
2020-12-08 00:00:00.000,2020,12,"December",2020-12-01 00:00:00.000,4,"4Q",50,2020-12-06 00:00:00.000,2,"Tue",0,"Workday"
2020-12-15 00:00:00.000,2020,12,"December",2020-12-01 00:00:00.000,4,"4Q",51,2020-12-13 00:00:00.000,2,"Tue",0,"Workday"
2020-12-22 00:00:00.000,2020,12,"December",2020-12-01 00:00:00.000,4,"4Q",52,2020-12-20 00:00:00.000,2,"Tue",0,"Workday"
2020-12-29 00:00:00.000,2020,12,"December",2020-12-01 00:00:00.000,4,"4Q",53,2020-12-27 00:00:00.000,2,"Tue",0,"Workday"
2021-10-05 00:00:00.000,2021,10,"October",2021-10-01 00:00:00.000,4,"4Q",41,2021-10-03 00:00:00.000,2,"Tue",0,"Workday"
2021-10-12 00:00:00.000,2021,10,"October",2021-10-01 00:00:00.000,4,"4Q",42,2021-10-10 00:00:00.000,2,"Tue",0,"Workday"
2021-10-19 00:00:00.000,2021,10,"October",2021-10-01 00:00:00.000,4,"4Q",43,2021-10-17 00:00:00.000,2,"Tue",0,"Workday"
2021-10-26 00:00:00.000,2021,10,"October",2021-10-01 00:00:00.000,4,"4Q",44,2021-10-24 00:00:00.000,2,"Tue",0,"Workday"
2021-11-02 00:00:00.000,2021,11,"November",2021-11-01 00:00:00.000,4,"4Q",45,2021-10-31 00:00:00.000,2,"Tue",0,"Workday"
2021-11-09 00:00:00.000,2021,11,"November",2021-11-01 00:00:00.000,4,"4Q",46,2021-11-07 00:00:00.000,2,"Tue",0,"Workday"
2021-11-16 00:00:00.000,2021,11,"November",2021-11-01 00:00:00.000,4,"4Q",47,2021-11-14 00:00:00.000,2,"Tue",0,"Workday"
2021-11-23 00:00:00.000,2021,11,"November",2021-11-01 00:00:00.000,4,"4Q",48,2021-11-21 00:00:00.000,2,"Tue",0,"Workday"
2021-11-30 00:00:00.000,2021,11,"November",2021-11-01 00:00:00.000,4,"4Q",49,2021-11-28 00:00:00.000,2,"Tue",0,"Workday"
2021-12-07 00:00:00.000,2021,12,"December",2021-12-01 00:00:00.000,4,"4Q",50,2021-12-05 00:00:00.000,2,"Tue",0,"Workday"
2021-12-14 00:00:00.000,2021,12,"December",2021-12-01 00:00:00.000,4,"4Q",51,2021-12-12 00:00:00.000,2,"Tue",0,"Workday"
2021-12-21 00:00:00.000,2021,12,"December",2021-12-01 00:00:00.000,4,"4Q",52,2021-12-19 00:00:00.000,2,"Tue",0,"Workday"
2021-12-28 00:00:00.000,2021,12,"December",2021-12-01 00:00:00.000,4,"4Q",53,2021-12-26 00:00:00.000,2,"Tue",0,"Workday"
2022-10-04 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",41,2022-10-02 00:00:00.000,2,"Tue",0,"Workday"
2022-10-11 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",42,2022-10-09 00:00:00.000,2,"Tue",0,"Workday"
2022-10-18 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",43,2022-10-16 00:00:00.000,2,"Tue",0,"Workday"
2022-10-25 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",44,2022-10-23 00:00:00.000,2,"Tue",0,"Workday"
2022-11-01 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",45,2022-10-30 00:00:00.000,2,"Tue",0,"Workday"
2022-11-08 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",46,2022-11-06 00:00:00.000,2,"Tue",0,"Workday"
2022-11-15 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",47,2022-11-13 00:00:00.000,2,"Tue",0,"Workday"
2022-11-22 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",48,2022-11-20 00:00:00.000,2,"Tue",0,"Workday"
2022-11-29 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",49,2022-11-27 00:00:00.000,2,"Tue",0,"Workday"
2022-12-06 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",50,2022-12-04 00:00:00.000,2,"Tue",0,"Workday"
2022-12-13 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",51,2022-12-11 00:00:00.000,2,"Tue",0,"Workday"
2022-12-20 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",52,2022-12-18 00:00:00.000,2,"Tue",0,"Workday"
2022-12-27 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",53,2022-12-25 00:00:00.000,2,"Tue",0,"Workday"
2023-10-03 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",40,2023-10-01 00:00:00.000,2,"Tue",0,"Workday"
2023-10-10 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",41,2023-10-08 00:00:00.000,2,"Tue",0,"Workday"
2023-10-17 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",42,2023-10-15 00:00:00.000,2,"Tue",0,"Workday"
2023-10-24 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",43,2023-10-22 00:00:00.000,2,"Tue",0,"Workday"
2023-10-31 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",44,2023-10-29 00:00:00.000,2,"Tue",0,"Workday"
2023-11-07 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",45,2023-11-05 00:00:00.000,2,"Tue",0,"Workday"
2023-11-14 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",46,2023-11-12 00:00:00.000,2,"Tue",0,"Workday"
2023-11-21 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",47,2023-11-19 00:00:00.000,2,"Tue",0,"Workday"
2023-11-28 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",48,2023-11-26 00:00:00.000,2,"Tue",0,"Workday"
2023-12-05 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",49,2023-12-03 00:00:00.000,2,"Tue",0,"Workday"
2023-12-12 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",50,2023-12-10 00:00:00.000,2,"Tue",0,"Workday"
2023-12-19 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",51,2023-12-17 00:00:00.000,2,"Tue",0,"Workday"
2023-12-26 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",52,2023-12-24 00:00:00.000,2,"Tue",0,"Workday"
2017-07-04 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",27,2017-07-02 00:00:00.000,2,"Tue",0,"Workday"
2017-07-11 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",28,2017-07-09 00:00:00.000,2,"Tue",0,"Workday"
2017-07-18 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",29,2017-07-16 00:00:00.000,2,"Tue",0,"Workday"
2017-07-25 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",30,2017-07-23 00:00:00.000,2,"Tue",0,"Workday"
2017-08-01 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",31,2017-07-30 00:00:00.000,2,"Tue",0,"Workday"
2017-08-08 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",32,2017-08-06 00:00:00.000,2,"Tue",0,"Workday"
2017-08-15 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",33,2017-08-13 00:00:00.000,2,"Tue",0,"Workday"
2017-08-22 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",34,2017-08-20 00:00:00.000,2,"Tue",0,"Workday"
2017-08-29 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",35,2017-08-27 00:00:00.000,2,"Tue",0,"Workday"
2017-09-05 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",36,2017-09-03 00:00:00.000,2,"Tue",0,"Workday"
2017-09-12 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",37,2017-09-10 00:00:00.000,2,"Tue",0,"Workday"
2017-09-19 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",38,2017-09-17 00:00:00.000,2,"Tue",0,"Workday"
2017-09-26 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",39,2017-09-24 00:00:00.000,2,"Tue",0,"Workday"
2018-07-03 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",27,2018-07-01 00:00:00.000,2,"Tue",0,"Workday"
2018-07-10 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",28,2018-07-08 00:00:00.000,2,"Tue",0,"Workday"
2018-07-17 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",29,2018-07-15 00:00:00.000,2,"Tue",0,"Workday"
2018-07-24 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",30,2018-07-22 00:00:00.000,2,"Tue",0,"Workday"
2018-07-31 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",31,2018-07-29 00:00:00.000,2,"Tue",0,"Workday"
2018-08-07 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",32,2018-08-05 00:00:00.000,2,"Tue",0,"Workday"
2018-08-14 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",33,2018-08-12 00:00:00.000,2,"Tue",0,"Workday"
2018-08-21 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",34,2018-08-19 00:00:00.000,2,"Tue",0,"Workday"
2018-08-28 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",35,2018-08-26 00:00:00.000,2,"Tue",0,"Workday"
2018-09-04 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",36,2018-09-02 00:00:00.000,2,"Tue",0,"Workday"
2018-09-11 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",37,2018-09-09 00:00:00.000,2,"Tue",0,"Workday"
2018-09-18 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",38,2018-09-16 00:00:00.000,2,"Tue",0,"Workday"
2018-09-25 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",39,2018-09-23 00:00:00.000,2,"Tue",0,"Workday"
2019-07-02 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",27,2019-06-30 00:00:00.000,2,"Tue",0,"Workday"
2019-07-09 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",28,2019-07-07 00:00:00.000,2,"Tue",0,"Workday"
2019-07-16 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",29,2019-07-14 00:00:00.000,2,"Tue",0,"Workday"
2019-07-23 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",30,2019-07-21 00:00:00.000,2,"Tue",0,"Workday"
2019-07-30 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",31,2019-07-28 00:00:00.000,2,"Tue",0,"Workday"
2019-08-06 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",32,2019-08-04 00:00:00.000,2,"Tue",0,"Workday"
2019-08-13 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",33,2019-08-11 00:00:00.000,2,"Tue",0,"Workday"
2019-08-20 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",34,2019-08-18 00:00:00.000,2,"Tue",0,"Workday"
2019-08-27 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",35,2019-08-25 00:00:00.000,2,"Tue",0,"Workday"
2019-09-03 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",36,2019-09-01 00:00:00.000,2,"Tue",0,"Workday"
2019-09-10 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",37,2019-09-08 00:00:00.000,2,"Tue",0,"Workday"
2019-09-17 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",38,2019-09-15 00:00:00.000,2,"Tue",0,"Workday"
2019-09-24 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",39,2019-09-22 00:00:00.000,2,"Tue",0,"Workday"
2020-07-07 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",28,2020-07-05 00:00:00.000,2,"Tue",0,"Workday"
2020-07-14 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",29,2020-07-12 00:00:00.000,2,"Tue",0,"Workday"
2020-07-21 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",30,2020-07-19 00:00:00.000,2,"Tue",0,"Workday"
2020-07-28 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",31,2020-07-26 00:00:00.000,2,"Tue",0,"Workday"
2020-08-04 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",32,2020-08-02 00:00:00.000,2,"Tue",0,"Workday"
2020-08-11 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",33,2020-08-09 00:00:00.000,2,"Tue",0,"Workday"
2020-08-18 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",34,2020-08-16 00:00:00.000,2,"Tue",0,"Workday"
2020-08-25 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",35,2020-08-23 00:00:00.000,2,"Tue",0,"Workday"
2020-09-01 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",36,2020-08-30 00:00:00.000,2,"Tue",0,"Workday"
2020-09-08 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",37,2020-09-06 00:00:00.000,2,"Tue",0,"Workday"
2020-09-15 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",38,2020-09-13 00:00:00.000,2,"Tue",0,"Workday"
2020-09-22 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",39,2020-09-20 00:00:00.000,2,"Tue",0,"Workday"
2020-09-29 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",40,2020-09-27 00:00:00.000,2,"Tue",0,"Workday"
2021-07-06 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",28,2021-07-04 00:00:00.000,2,"Tue",0,"Workday"
2021-07-13 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",29,2021-07-11 00:00:00.000,2,"Tue",0,"Workday"
2021-07-20 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",30,2021-07-18 00:00:00.000,2,"Tue",0,"Workday"
2021-07-27 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",31,2021-07-25 00:00:00.000,2,"Tue",0,"Workday"
2021-08-03 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",32,2021-08-01 00:00:00.000,2,"Tue",0,"Workday"
2021-08-10 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",33,2021-08-08 00:00:00.000,2,"Tue",0,"Workday"
2021-08-17 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",34,2021-08-15 00:00:00.000,2,"Tue",0,"Workday"
2021-08-24 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",35,2021-08-22 00:00:00.000,2,"Tue",0,"Workday"
2021-08-31 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",36,2021-08-29 00:00:00.000,2,"Tue",0,"Workday"
2021-09-07 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",37,2021-09-05 00:00:00.000,2,"Tue",0,"Workday"
2021-09-14 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",38,2021-09-12 00:00:00.000,2,"Tue",0,"Workday"
2021-09-21 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",39,2021-09-19 00:00:00.000,2,"Tue",0,"Workday"
2021-09-28 00:00:00.000,2021,9,"September",2021-09-01 00:00:00.000,3,"3Q",40,2021-09-26 00:00:00.000,2,"Tue",0,"Workday"
2022-07-05 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",28,2022-07-03 00:00:00.000,2,"Tue",0,"Workday"
2022-07-12 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",29,2022-07-10 00:00:00.000,2,"Tue",0,"Workday"
2022-07-19 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",30,2022-07-17 00:00:00.000,2,"Tue",0,"Workday"
2022-07-26 00:00:00.000,2022,7,"July",2022-07-01 00:00:00.000,3,"3Q",31,2022-07-24 00:00:00.000,2,"Tue",0,"Workday"
2022-08-02 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",32,2022-07-31 00:00:00.000,2,"Tue",0,"Workday"
2022-08-09 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",33,2022-08-07 00:00:00.000,2,"Tue",0,"Workday"
2022-08-16 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",34,2022-08-14 00:00:00.000,2,"Tue",0,"Workday"
2022-08-23 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",35,2022-08-21 00:00:00.000,2,"Tue",0,"Workday"
2022-08-30 00:00:00.000,2022,8,"August",2022-08-01 00:00:00.000,3,"3Q",36,2022-08-28 00:00:00.000,2,"Tue",0,"Workday"
2022-09-06 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",37,2022-09-04 00:00:00.000,2,"Tue",0,"Workday"
2022-09-13 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",38,2022-09-11 00:00:00.000,2,"Tue",0,"Workday"
2022-09-20 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",39,2022-09-18 00:00:00.000,2,"Tue",0,"Workday"
2022-09-27 00:00:00.000,2022,9,"September",2022-09-01 00:00:00.000,3,"3Q",40,2022-09-25 00:00:00.000,2,"Tue",0,"Workday"
2023-07-04 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",27,2023-07-02 00:00:00.000,2,"Tue",0,"Workday"
2023-07-11 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",28,2023-07-09 00:00:00.000,2,"Tue",0,"Workday"
2023-07-18 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",29,2023-07-16 00:00:00.000,2,"Tue",0,"Workday"
2023-07-25 00:00:00.000,2023,7,"July",2023-07-01 00:00:00.000,3,"3Q",30,2023-07-23 00:00:00.000,2,"Tue",0,"Workday"
2023-08-01 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",31,2023-07-30 00:00:00.000,2,"Tue",0,"Workday"
2023-08-08 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",32,2023-08-06 00:00:00.000,2,"Tue",0,"Workday"
2023-08-15 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",33,2023-08-13 00:00:00.000,2,"Tue",0,"Workday"
2023-08-22 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",34,2023-08-20 00:00:00.000,2,"Tue",0,"Workday"
2023-08-29 00:00:00.000,2023,8,"August",2023-08-01 00:00:00.000,3,"3Q",35,2023-08-27 00:00:00.000,2,"Tue",0,"Workday"
2023-09-05 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",36,2023-09-03 00:00:00.000,2,"Tue",0,"Workday"
2023-09-12 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",37,2023-09-10 00:00:00.000,2,"Tue",0,"Workday"
2023-09-19 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",38,2023-09-17 00:00:00.000,2,"Tue",0,"Workday"
2023-09-26 00:00:00.000,2023,9,"September",2023-09-01 00:00:00.000,3,"3Q",39,2023-09-24 00:00:00.000,2,"Tue",0,"Workday"
2017-04-04 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",14,2017-04-02 00:00:00.000,2,"Tue",0,"Workday"
2017-04-11 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",15,2017-04-09 00:00:00.000,2,"Tue",0,"Workday"
2017-04-18 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",16,2017-04-16 00:00:00.000,2,"Tue",0,"Workday"
2017-04-25 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",17,2017-04-23 00:00:00.000,2,"Tue",0,"Workday"
2017-05-02 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",18,2017-04-30 00:00:00.000,2,"Tue",0,"Workday"
2017-05-09 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",19,2017-05-07 00:00:00.000,2,"Tue",0,"Workday"
2017-05-16 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",20,2017-05-14 00:00:00.000,2,"Tue",0,"Workday"
2017-05-23 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",21,2017-05-21 00:00:00.000,2,"Tue",0,"Workday"
2017-05-30 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",22,2017-05-28 00:00:00.000,2,"Tue",0,"Workday"
2017-06-06 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",23,2017-06-04 00:00:00.000,2,"Tue",0,"Workday"
2017-06-13 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",24,2017-06-11 00:00:00.000,2,"Tue",0,"Workday"
